# 1366 inputs. Regenerate with: go test -run TestCorpusGolden -corpus-update
# input	result	instant (UTC)	offset	format	ambiguous	kind
"16.11.2091"	ok	2091-11-16T00:00:00.000000000Z	+00:00	NUMERIC_DMY	ambiguous=false	kind=absolute
"16/Feb/2002:22:25:20 +0000"	ok	2002-02-16T22:25:20.000000000Z	+00:00	DAY_MONTH_YEAR	ambiguous=false	kind=absolute
"16/Nov/2040:21:23:57 +0000"	ok	2040-11-16T21:23:57.000000000Z	+00:00	DAY_MONTH_YEAR	ambiguous=false	kind=absolute
"16:11:34"	ok	2024-01-01T16:11:34.000000000Z	+00:00	TIME_HMS	ambiguous=false	kind=absolute
"16:48:57"	ok	2024-01-01T16:48:57.000000000Z	+00:00	TIME_HMS	ambiguous=false	kind=absolute
"17 November 1950"	ok	1950-11-17T00:00:00.000000000Z	+00:00	DAY_MONTH_YEAR	ambiguous=false	kind=absolute
"17.09.2056"	ok	2056-09-17T00:00:00.000000000Z	+00:00	NUMERIC_DMY	ambiguous=false	kind=absolute
"17.11.2087"	ok	2087-11-17T00:00:00.000000000Z	+00:00	NUMERIC_DMY	ambiguous=false	kind=absolute
"17/11/0000"	ok	0000-11-17T00:00:00.000000000Z	+00:00	NUMERIC_MDY	ambiguous=false	kind=absolute
"17/May/1984:16:24:38 +0000"	ok	1984-05-17T16:24:38.000000000Z	+00:00	DAY_MONTH_YEAR	ambiguous=false	kind=absolute
"17/Sep/1960:15:32:41 +0000"	ok	1960-09-17T15:32:41.000000000Z	+00:00	DAY_MONTH_YEAR	ambiguous=false	kind=absolute
"1710500000"	ok	2024-03-15T10:53:20.000000000Z	+00:00	UNIX_TIMESTAMP	ambiguous=false	kind=absolute
"1710500000.123"	ok	2024-03-15T10:53:20.123000000Z	+00:00	UNIX_TIMESTAMP	ambiguous=false	kind=absolute
"1710500000000"	ok	2024-03-15T10:53:20.000000000Z	+00:00	UNIX_TIMESTAMP	ambiguous=false	kind=absolute
"1799-12-31"	ok	1799-12-31T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"17:19"	ok	2024-01-01T17:19:00.000000000Z	+00:00	TIME_HM	ambiguous=false	kind=absolute
"17:24"	ok	2024-01-01T17:24:00.000000000Z	+00:00	TIME_HM	ambiguous=false	kind=absolute
"18 August 1958"	ok	1958-08-18T00:00:00.000000000Z	+00:00	DAY_MONTH_YEAR	ambiguous=false	kind=absolute
"18 July 1941"	ok	1941-07-18T00:00:00.000000000Z	+00:00	DAY_MONTH_YEAR	ambiguous=false	kind=absolute
"18 June 2009"	ok	2009-06-18T00:00:00.000000000Z	+00:00	DAY_MONTH_YEAR	ambiguous=false	kind=absolute
"18 June 2097"	ok	2097-06-18T00:00:00.000000000Z	+00:00	DAY_MONTH_YEAR	ambiguous=false	kind=absolute
"18/Apr/2078:19:08:06 +0000"	ok	2078-04-18T19:08:06.000000000Z	+00:00	DAY_MONTH_YEAR	ambiguous=false	kind=absolute
"18/Aug/2042:10:02:13 +0000"	ok	2042-08-18T10:02:13.000000000Z	+00:00	DAY_MONTH_YEAR	ambiguous=false	kind=absolute
"1800-01-01"	ok	1800-01-01T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"18:31"	ok	2024-01-01T18:31:00.000000000Z	+00:00	TIME_HM	ambiguous=false	kind=absolute
"18:33"	ok	2024-01-01T18:33:00.000000000Z	+00:00	TIME_HM	ambiguous=false	kind=absolute
"19 November 1958"	ok	1958-11-19T00:00:00.000000000Z	+00:00	DAY_MONTH_YEAR	ambiguous=false	kind=absolute
"19/Jun/2005:00:20:20 +0000"	ok	2005-06-19T00:20:20.000000000Z	+00:00	DAY_MONTH_YEAR	ambiguous=false	kind=absolute
"1904-02-29"	ok	1904-02-29T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"1924-08-17 01:04:14.409"	ok	1924-08-17T01:04:14.409000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"1924-10-09 12:29:11,938"	ok	1924-10-09T12:29:11.938000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"19241124T170957Z"	ok	1924-11-24T17:09:57.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"1925-05-19 06:27:03,539"	ok	1925-05-19T06:27:03.539000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"1926-05-08 00:01:18 UTC"	ok	1926-05-08T00:01:18.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"1926-07-30 11:41:08 PM"	ok	1926-07-30T23:41:08.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"1926-10-04T05:11:03.458298235-06:44"	ok	1926-10-04T11:55:03.458298235Z	-06:44	ISO8601_FRAC	ambiguous=false	kind=absolute
"1926-11-03"	ok	1926-11-03T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"1926:04:05 08:52:28"	ok	1926-04-05T08:52:28.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"1927-01-16T00:16:19-11:35"	ok	1927-01-16T11:51:19.000000000Z	-11:35	RFC3339	ambiguous=false	kind=absolute
"19270827T044850"	ok	1927-08-27T04:48:50.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"1927:08:27 17:14:11"	ok	1927-08-27T17:14:11.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"1928-06-25T16:15:48Z"	ok	1928-06-25T16:15:48.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"1928-09-16 12:15:49"	ok	1928-09-16T12:15:49.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"1928-10-31 02:17:18 UTC"	ok	1928-10-31T02:17:18.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"1928-W09"	ok	1928-02-27T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"19280501"	ok	1928-05-01T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"19280730T125522"	ok	1928-07-30T12:55:22.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"1928:06:28 04:37:41"	ok	1928-06-28T04:37:41.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"1930-05-17 15:26:11 UTC"	ok	1930-05-17T15:26:11.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"1930-12"	ok	1930-12-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"1930-12-10T11:47:23Z"	ok	1930-12-10T11:47:23.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"1931-04-21T00:07:58-02:59"	ok	1931-04-21T03:06:58.000000000Z	-02:59	RFC3339	ambiguous=false	kind=absolute
"1931-04-22 15:00:47"	ok	1931-04-22T15:00:47.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"1931-05-11 05:45:12 UTC"	ok	1931-05-11T05:45:12.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"1931-06-07T14:32:35.337322646-06:26"	ok	1931-06-07T20:58:35.337322646Z	-06:26	ISO8601_FRAC	ambiguous=false	kind=absolute
"1931:08:25"	ok	1931-08-25T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"1932-02-10 14:17:11 UTC"	ok	1932-02-10T14:17:11.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"1932-030"	ok	1932-01-30T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"1932-04-16T04:10:37"	ok	1932-04-16T04:10:37.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"1932-09"	ok	1932-09-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"1932-10-30T19:40:04.994269597-14:29"	ok	1932-10-31T10:09:04.994269597Z	-14:29	ISO8601_FRAC	ambiguous=false	kind=absolute
"1932-11-07"	ok	1932-11-07T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"19320417T082300"	ok	1932-04-17T08:23:00.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"1933-11-10T21:23:19-04:12"	ok	1933-11-11T01:35:19.000000000Z	-04:12	RFC3339	ambiguous=false	kind=absolute
"19330302"	ok	1933-03-02T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"19330927T112052"	ok	1933-09-27T11:20:52.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"19341207"	ok	1934-12-07T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"1935-01-13T19:36:07"	ok	1935-01-13T19:36:07.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"1935-160"	ok	1935-06-09T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"1935:07:30 11:16:09"	ok	1935-07-30T11:16:09.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"1936-06-27 16:14:48,905"	ok	1936-06-27T16:14:48.905000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"1936-W40"	ok	1936-09-28T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"1936:01:30 22:44:02"	ok	1936-01-30T22:44:02.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"1937-01-27"	ok	1937-01-27T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"1937-07-17 07:32:32 PM"	ok	1937-07-17T19:32:32.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"1937-09"	ok	1937-09-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"1938-05-16T16:27:59-14:46"	ok	1938-05-17T07:13:59.000000000Z	-14:46	RFC3339	ambiguous=false	kind=absolute
"1939-08-17 09:12:59 PM"	ok	1939-08-17T21:12:59.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"1939-10-23"	ok	1939-10-23T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"1939:09:09 00:49:57"	ok	1939-09-09T00:49:57.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"1940-08-28T09:13:57Z"	ok	1940-08-28T09:13:57.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"1940-W09-6"	ok	1940-03-02T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"19400608T063932Z"	ok	1940-06-08T06:39:32.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"1941-01-22T19:21:43"	ok	1941-01-22T19:21:43.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"1941-03-17 08:30:37 PM"	ok	1941-03-17T20:30:37.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"1941-03-31T21:56:49+14:35"	ok	1941-03-31T07:21:49.000000000Z	+14:35	RFC3339	ambiguous=false	kind=absolute
"1941-06-23 03:36:02.775"	ok	1941-06-23T03:36:02.775000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"1941-06-25T20:45:19"	ok	1941-06-25T20:45:19.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"1941-08"	ok	1941-08-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"1941-10-10T14:51:07"	ok	1941-10-10T14:51:07.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"1941-258"	ok	1941-09-15T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"1941:09:15"	ok	1941-09-15T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"1942-06-15T17:54:38"	ok	1942-06-15T17:54:38.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"1942-207"	ok	1942-07-26T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"19420709T113648Z"	ok	1942-07-09T11:36:48.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"1943-03-12T15:17:08+15:34"	ok	1943-03-11T23:43:08.000000000Z	+15:34	RFC3339	ambiguous=false	kind=absolute
"1943-04-25 14:45:48 UTC"	ok	1943-04-25T14:45:48.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"1943-04-29"	ok	1943-04-29T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"1943-06"	ok	1943-06-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"1943-07-11 23:25:46"	ok	1943-07-11T23:25:46.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"1943-11-18"	ok	1943-11-18T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"19430504T105404"	ok	1943-05-04T10:54:04.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"19431130T044201"	ok	1943-11-30T04:42:01.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"1944-11-10"	ok	1944-11-10T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"1944:04:22 14:14:42"	ok	1944-04-22T14:14:42.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"1944:09:18 17:51:54"	ok	1944-09-18T17:51:54.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"1945-04-27 22:53:28,619"	ok	1945-04-27T22:53:28.619000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"1945-250"	ok	1945-09-07T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"1945-W39-3"	ok	1945-09-26T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"1945:01:17 16:24:43"	ok	1945-01-17T16:24:43.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"1946-02-20 07:57:08 PM"	ok	1946-02-20T19:57:08.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"1946-04-21 11:43:20 AM"	ok	1946-04-21T11:43:20.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"1946-07-06 17:39:30,897"	ok	1946-07-06T17:39:30.897000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"1946-07-08 05:38:57 AM"	ok	1946-07-08T05:38:57.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"1946-07-29T11:37:50"	ok	1946-07-29T11:37:50.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"1946-09-17T08:54:46Z"	ok	1946-09-17T08:54:46.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"1946-11-25"	ok	1946-11-25T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"19470716T121429Z"	ok	1947-07-16T12:14:29.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"1947:09:20 05:57:01"	ok	1947-09-20T05:57:01.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"1948-03-27T00:36:23"	ok	1948-03-27T00:36:23.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"1948-06-11"	ok	1948-06-11T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"1948-08-19T20:40:56Z"	ok	1948-08-19T20:40:56.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"1948-09-05 06:13:38"	ok	1948-09-05T06:13:38.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"1948-10-10 19:08:58"	ok	1948-10-10T19:08:58.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"1948-W20-5"	ok	1948-05-14T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"1948:12:18"	ok	1948-12-18T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"1949-11-22T07:24:04-05:24"	ok	1949-11-22T12:48:04.000000000Z	-05:24	RFC3339	ambiguous=false	kind=absolute
"1949:07:14 05:53:05"	ok	1949-07-14T05:53:05.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"1949:10:14 08:43:58"	ok	1949-10-14T08:43:58.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"1949:11:15"	ok	1949-11-15T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"1950-04"	ok	1950-04-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"1950-05-25T03:59:50Z"	ok	1950-05-25T03:59:50.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"19500507T030339Z"	ok	1950-05-07T03:03:39.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"1950:05:07"	ok	1950-05-07T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"1951-04-02T07:17:22-19:26"	ok	1951-04-03T02:43:22.000000000Z	-19:26	RFC3339	ambiguous=false	kind=absolute
"1951-05-14 13:14:43"	ok	1951-05-14T13:14:43.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"19510706T191821Z"	ok	1951-07-06T19:18:21.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"1951:03:21"	ok	1951-03-21T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"1952-02-11"	ok	1952-02-11T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"1952-04-04T08:52:56Z"	ok	1952-04-04T08:52:56.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"1952-12"	ok	1952-12-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"1952-12-24 16:47:15 UTC"	ok	1952-12-24T16:47:15.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"1953-03-13 00:15:57,167"	ok	1953-03-13T00:15:57.167000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"1953-11-20 22:00:18"	ok	1953-11-20T22:00:18.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"1954-01-06 07:35:23.390"	ok	1954-01-06T07:35:23.390000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"1954-06-23"	ok	1954-06-23T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"1954-08"	ok	1954-08-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"1954:03:04 02:54:49"	ok	1954-03-04T02:54:49.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"1955-05-04T03:24:33Z"	ok	1955-05-04T03:24:33.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"1955-124"	ok	1955-05-04T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"1955-W45-2"	ok	1955-11-08T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"1955:10:20 14:47:20"	ok	1955-10-20T14:47:20.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"1956-W41-3"	ok	1956-10-10T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"19560619T020235Z"	ok	1956-06-19T02:02:35.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"1957-12-09T09:17:28Z"	ok	1957-12-09T09:17:28.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"1957-12-24T19:31:02.319099526+04:17"	ok	1957-12-24T15:14:02.319099526Z	+04:17	ISO8601_FRAC	ambiguous=false	kind=absolute
"1957:11:18 23:20:16"	ok	1957-11-18T23:20:16.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"1958-10-11T21:48:28Z"	ok	1958-10-11T21:48:28.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"1958-W13"	ok	1958-03-24T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"1958-W24"	ok	1958-06-09T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"1959-01"	ok	1959-01-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"1959-02-07 00:23:51"	ok	1959-02-07T00:23:51.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"1959-W19"	ok	1959-05-04T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"1959-W34-3"	ok	1959-08-19T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"1959:04:19"	ok	1959-04-19T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"1960-01-10"	ok	1960-01-10T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"1961-05-04T15:54:57Z"	ok	1961-05-04T15:54:57.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"1961-07-20 09:45:50 AM"	ok	1961-07-20T09:45:50.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"1962-07"	ok	1962-07-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"1962-09-05 06:33:44 PM"	ok	1962-09-05T18:33:44.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"1962-10-16"	ok	1962-10-16T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"1962-12-26"	ok	1962-12-26T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"19620626T142935Z"	ok	1962-06-26T14:29:35.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"1963-06-18 17:22:23.422"	ok	1963-06-18T17:22:23.422000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"1963-09-08 17:14:54 UTC"	ok	1963-09-08T17:14:54.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"1963:01:09 18:35:39"	ok	1963-01-09T18:35:39.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"1963:08:13"	ok	1963-08-13T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"1964-11-17T00:20:40+11:34"	ok	1964-11-16T12:46:40.000000000Z	+11:34	RFC3339	ambiguous=false	kind=absolute
"1964-W11"	ok	1964-03-09T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"19640216"	ok	1964-02-16T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"19641031T052938Z"	ok	1964-10-31T05:29:38.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"1964:01:25 18:41:12"	ok	1964-01-25T18:41:12.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"1964:04:11 01:31:30"	ok	1964-04-11T01:31:30.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"1965-05-29 04:20:40 PM"	ok	1965-05-29T16:20:40.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"1965-056"	ok	1965-02-25T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"19651014"	ok	1965-10-14T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"1965:01:23 12:24:09"	ok	1965-01-23T12:24:09.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"1966-063"	ok	1966-03-04T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"19660614T171136"	ok	1966-06-14T17:11:36.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"1967-11-11T20:03:10"	ok	1967-11-11T20:03:10.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"1967-W41-4"	ok	1967-10-12T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"19670130T004049"	ok	1967-01-30T00:40:49.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"19670820"	ok	1967-08-20T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"19671224T182334"	ok	1967-12-24T18:23:34.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"1968-03-19T07:45:19+10:38"	ok	1968-03-18T21:07:19.000000000Z	+10:38	RFC3339	ambiguous=false	kind=absolute
"1968-05-10 13:14:19 UTC"	ok	1968-05-10T13:14:19.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"1968-318"	ok	1968-11-13T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"1969-12-31T23:59:59Z"	ok	1969-12-31T23:59:59.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"1970-01-01T00:00:00Z"	ok	1970-01-01T00:00:00.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"1970-01-04T10:22:09.920233875+08:31"	ok	1970-01-04T01:51:09.920233875Z	+08:31	ISO8601_FRAC	ambiguous=false	kind=absolute
"1970-06-08 05:35:57.531"	ok	1970-06-08T05:35:57.531000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"1970-09-19T16:45:59.67929503+13:23"	ok	1970-09-19T03:22:59.679295030Z	+13:23	ISO8601_FRAC	ambiguous=false	kind=absolute
"1970-188"	ok	1970-07-07T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"1970:05:26"	ok	1970-05-26T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"1970:12:23 16:35:15"	ok	1970-12-23T16:35:15.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"1971-10"	ok	1971-10-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
